abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
退市紫晶,12184.42,13297.17,688086,19038.15,8510.19
英科再生,440544.21,18624.55,688087,18722.66,438235.64
虹软科技,1839767.45,40117.04,688088,40117.04,1839767.45
嘉必优,424138.98,16830.91,688089,16830.91,424138.98
瑞松科技,392885.17,9419.45,688090,9419.45,392885.17
上海谊众,880557.51,20670.36,688091,20670.36,880557.51
爱科科技,175056.12,8269.07,688092,8269.07,175056.12
世华科技,692033.51,26263.13,688093,26263.13,692033.51
福昕软件,647391.83,9143.95,688095,9143.95,647391.83
京源环保,301055.45,16568.82,688096,16568.82,301055.45
博众精工,1135825.27,44362.35,688097,44664.78,1128134.60
申联生物,234477.72,41064.40,688098,41064.40,234477.72
晶晨股份,2947948.19,41993.56,688099,41993.56,2947948.19
威胜信息,1740073.83,49168.52,688100,49168.52,1740073.83
三达膜,434603.79,33201.21,688101,33201.21,434603.79
斯瑞新材,862622.74,72733.79,688102,72733.79,862622.74
国力股份,486204.55,9531.55,688103,9531.55,486204.55
诺唯赞,880982.02,39773.45,688105,39773.45,880982.02
金宏气体,886838.40,48197.74,688106,48197.74,886838.40
安路科技,1088706.88,40084.94,688107,40084.94,1088706.88
赛诺医疗,404773.42,41345.60,688108,41345.60,404773.42
品茗科技,228800.35,7884.23,688109,7884.23,228800.35
东芯股份,1409892.23,44224.98,688110,44224.98,1409892.23
金山办公,13888548.25,46267.40,688111,46267.40,13888548.25
鼎阳科技,581239.27,15920.00,688112,15920.00,581239.27
联测科技,218500.92,6439.76,688113,6439.76,218500.92
华大智造,3203842.26,21293.25,688114,41651.62,1637876.71
思林杰,254479.39,4213.95,688115,6667.00,160846.47
天奈科技,1513759.90,34474.15,688116,34474.15,1513759.90
圣诺生物,358165.52,11241.86,688117,11241.86,358165.52
普元信息,227891.32,9181.76,688118,9181.76,227891.32
中钢洛耐,429750.00,57150.00,688119,112500.00,218313.00
华海清科,3768186.85,16997.26,688120,23672.49,2705624.17
卓然股份,263750.21,14157.87,688121,23361.40,159842.32
西部超导,3241825.84,64966.45,688122,64966.45,3241825.84
聚辰股份,1199308.49,15811.58,688123,15811.58,1199308.49
安达智能,291898.09,2182.81,688125,8153.58,78144.53
沪硅产业,4917447.16,272029.84,688126,274717.72,4869334.13
蓝特光学,960001.10,40319.24,688127,40319.24,960001.10
中国电研,1000328.50,40450.00,688128,40450.00,1000328.50
东来技术,256258.41,12047.88,688129,12047.88,256258.41
晶华微,243059.51,3012.62,688130,9312.62,78629.51
皓元医药,861348.79,20618.08,688131,21095.98,841836.39
邦彦技术,307799.36,10849.57,688132,15222.52,219378.34
泰坦科技,372614.19,16443.70,688133,16443.70,372614.19
利扬芯片,348090.39,20120.83,688135,20120.83,348090.39
科兴制药,697949.31,19964.22,688136,19964.22,697949.31
近岸蛋白,233122.81,3267.54,688137,7017.54,108547.81
清溢光电,884588.00,26680.00,688138,31480.00,749708.00
海尔生物,1014268.50,31795.25,688139,31795.25,1014268.50
杰华特,1497941.76,26394.62,688141,44688.00,884747.72
长盈通,435652.96,9452.26,688143,12237.44,336500.37
中船特气,1492941.18,14497.08,688146,52941.18,408817.77
微导纳米,1368915.28,9767.81,688147,45767.81,292155.28
芳源股份,231108.39,51017.31,688148,51017.31,231108.39
莱特光电,920374.76,17934.33,688150,40243.76,410158.14
华强科技,604253.00,10215.32,688151,34450.00,179176.71
麒麟信安,459046.27,3105.86,688152,7873.86,181071.87
唯捷创芯,1352773.04,16067.70,688153,42999.78,505489.94
先惠技术,526711.63,12505.02,688155,12505.02,526711.63
路德环境,152179.09,10071.42,688156,10071.42,152179.09
松井股份,456331.81,11173.65,688157,11173.65,456331.81
优刻得,999074.65,40226.39,688158,45309.51,886991.92
有方科技,503025.90,9167.95,688159,9199.45,501303.48
步科股份,837144.00,8400.00,688160,8400.00,837144.00
威高骨科,1065600.00,40000.00,688161,40000.00,1065600.00
巨一科技,358226.00,6252.08,688162,13719.88,163241.74
赛伦生物,188519.24,4437.20,688163,10822.00,77296.02
埃夫特,1333669.68,52178.00,688165,52178.00,1333669.68
博瑞医药,2127556.48,42246.95,688166,42246.95,2127556.48
炬光科技,633085.59,9036.33,688167,9036.33,633085.59
安博通,494639.58,7685.51,688168,7685.51,494639.58
石头科技,3757268.83,18472.31,688169,18472.31,3757268.83
德龙激光,220260.16,10336.00,688170,10336.00,220260.16
纬德信息,246293.80,5134.85,688171,8377.34,150964.56
燕东微,2299933.54,58525.18,688172,120289.41,1119001.46
希荻微,517399.78,24012.71,688173,41030.91,302800.30
高凌信息,228891.09,7331.70,688175,12931.70,129771.09
亚虹医药,455430.00,37828.10,688176,57000.00,302246.48
百奥泰,907663.36,41408.00,688177,41408.00,907663.36
万德斯,202024.56,8499.78,688178,8513.47,201699.88
阿拉丁,459904.86,27738.53,688179,27738.53,459904.86
君实生物,2855543.56,76454.90,688180,98568.99,2214898.37
八亿时空,402637.75,13448.15,688181,13448.15,402637.75
灿勤科技,1028800.00,40000.00,688182,40000.00,1028800.00
生益电子,2522913.62,83182.12,688183,83182.12,2522913.62
ST帕瓦,143460.86,10048.75,688184,15904.75,90639.74
康希诺,1382750.04,11477.90,688185,24744.99,641385.05
广大特材,554458.90,21424.22,688186,21424.22,554458.90
时代电气,6356474.94,27932.18,688187,136933.97,1296611.86
柏楚电子,4069612.37,20599.37,688188,20599.37,4069612.37
南新制药,176439.20,27440.00,688189,27440.00,176439.20
云路股份,1164000.00,12000.00,688190,12000.00,1164000.00
智洋创新,463633.71,15413.35,688191,15413.35,463633.71
迪哲医药,2590169.90,18671.48,688192,45941.29,1052697.80
仁度生物,154000.00,3156.84,688193,4000.00,121538.32
腾景科技,500843.20,12935.00,688195,12935.00,500843.20
卓越新能,484440.00,12000.00,688196,12000.00,484440.00
首药控股,456419.66,6400.49,688197,14871.93,196430.98
佰仁医疗,1527834.05,13739.51,688198,13739.51,1527834.05
久日新材,291015.19,16122.73,688199,16122.73,291015.19
华峰测控,1869334.97,13543.94,688200,13543.94,1869334.97
信安世纪,290195.74,30253.08,688201,31715.38,276815.64
美迪西,407655.42,13467.31,688202,13467.31,407655.42
海正生材,206326.27,11772.79,688203,20267.81,119847.01
德科立,799464.25,6785.48,688205,12089.28,448723.75
概伦电子,1043170.95,17718.66,688206,43393.13,425956.58
格灵深瞳,349095.80,18867.63,688207,25897.31,254335.66
道通科技,1929521.94,45187.87,688208,45187.87,1929521.94
英集芯,785506.28,29887.64,688209,42923.84,546943.76
统联精密,290197.01,10738.63,688210,16024.13,194476.62
中科微至,368241.14,13160.87,688211,13160.87,368241.14
澳华内镜,624442.76,13466.52,688212,13466.52,624442.76
思特威,3745967.13,32304.43,688213,40184.16,3011418.71
瑞晟智能,154854.70,5205.20,688215,5205.20,154854.70
气派科技,198579.16,10627.00,688216,10710.85,197024.58
睿昂基因,128189.28,5585.59,688217,5585.59,128189.28
江苏北人,254044.90,11860.17,688218,11860.17,254044.90
会通股份,610569.25,47775.37,688219,47775.37,610569.25
翱捷科技,3509544.46,36040.82,688220,41830.09,3023824.45
前沿生物,320264.75,37457.87,688221,37457.87,320264.75
成都先导,622256.04,40068.00,688222,40068.00,622256.04
晶科能源,5582902.76,1000520.21,688223,1000520.21,5582902.76
亚信安全,837620.94,20910.78,688225,40001.00,437871.66
威腾电气,544740.75,15764.75,688226,18764.75,457650.75
品高股份,412538.70,6409.68,688227,11305.53,233889.15
开普云,431171.48,6751.82,688228,6751.82,431171.48
博睿数据,225774.00,4440.00,688229,4440.00,225774.00
芯导科技,515911.20,2940.00,688230,11760.00,128977.80
隆达股份,405833.14,12644.88,688231,24685.71,207881.76
新点软件,1051380.00,17348.08,688232,33000.00,552709.68
神工股份,492353.88,17030.57,688233,17030.57,492353.88
天岳先进,2493613.19,30040.83,688234,42971.10,1743269.47
百济神州,34157596.14,11505.53,688235,140266.08,2801825.69
春立医疗,577270.59,7929.47,688236,38356.85,119338.47
超卓航科,236642.34,4408.63,688237,8960.33,116431.84
和元生物,362162.48,64114.57,688238,64903.67,357759.30
航宇科技,625314.36,14670.59,688239,14779.35,620712.77
永信至诚,395850.80,4948.50,688244,10223.42,191605.85
嘉和美康,395833.77,10095.20,688246,13758.56,290439.01
宣泰医药,432033.02,14232.16,688247,45334.00,135632.48
南网科技,1647794.60,22840.00,688248,56470.00,666471.20
晶合集成,4188810.21,118676.17,688249,200613.52,2477958.42
井松智能,186720.64,5169.31,688251,8684.68,111140.06
天德钰,966926.45,18233.95,688252,40902.13,431050.54
英诺特,433664.15,6881.07,688253,13645.82,218680.34
凯尔达,397469.39,10985.89,688255,10985.89,397469.39
寒武纪,29221972.71,41745.68,688256,41745.68,29221972.71
新锐股份,405155.03,18095.36,688257,18095.36,405155.03
卓易信息,558950.28,12114.22,688258,12114.22,558950.28
创耀科技,469140.00,11170.00,688259,11170.00,469140.00
昀冢科技,164040.00,12000.00,688260,12000.00,164040.00
东微半导,497477.67,12253.14,688261,12253.14,497477.67
国芯科技,908543.76,26435.06,688262,33599.99,714804.13
南模生物,208552.40,4938.85,688265,7796.35,132114.27
泽璟制药,2633581.74,26470.82,688266,26470.82,2633581.74
中触媒,442438.20,9280.72,688267,17620.00,233038.78
华特气体,632022.62,12022.33,688268,12038.53,631172.12
凯立新材,406228.03,13070.40,688269,13070.40,406228.03
臻镭科技,1028517.94,14423.17,688270,21405.16,693033.30
联影医疗,11264591.38,59329.90,688271,82415.80,8109210.40
富吉瑞,174648.00,7600.00,688272,7600.00,174648.00
麦澜德,285800.00,3682.68,688273,10000.00,105250.97
万润新能,452008.57,8459.68,688275,12611.85,303194.84
百克生物,858339.52,41365.76,688276,41365.76,858339.52
天智航,564930.40,45266.86,688277,45266.86,564930.40
XD特宝生,3003404.40,40680.00,688278,40680.00,3003404.40
峰岹科技,2166844.89,5585.82,688279,9236.34,1310434.15
精进电动,470996.89,52054.41,688280,59022.17,415394.23
华秦科技,1500890.95,12168.33,688281,19469.33,938056.86
理工导航,379280.00,3652.00,688282,8800.00,157401.20
坤恒顺维,342136.20,8549.16,688283,12180.00,240145.82
高铁电气,300655.64,37628.99,688285,37628.99,300655.64
敏芯股份,388579.07,5599.12,688286,5599.12,388579.07
*ST观典,176735.94,37051.56,688287,37051.56,176735.94
鸿泉物联,326790.81,10064.39,688288,10064.39,326790.81
圣湘生物,1147188.25,57938.80,688289,57938.80,1147188.25
景业智能,545590.88,10218.97,688290,10218.97,545590.88
金橙子,237160.08,3366.67,688291,10266.67,77770.08
浩瀚深度,312576.32,9002.04,688292,15834.67,177700.33
奥浦迈,476564.12,7740.93,688293,11354.88,324886.87
中复神鹰,1862100.00,60160.07,688295,90000.00,1244711.89
和达科技,126100.37,10739.32,688296,10824.07,125113.03
中无人机,3029400.00,27162.19,688297,67500.00,1219039.28
东方生物,463478.40,20160.00,688298,20160.00,463478.40
长阳科技,566759.48,29049.69,688299,29049.69,566759.48
联瑞新材,1016771.04,18574.55,688300,18574.55,1016771.04
奕瑞科技,1851948.18,14306.28,688301,14306.28,1851948.18
海创药业,475274.87,8151.51,688302,9901.56,391272.58
大全能源,4017970.32,55270.57,688303,214520.57,1035217.82
科德数控,795599.82,10170.29,688305,10223.59,791452.01
均普智能,1288468.66,122828.28,688306,122828.28,1288468.66
中润光学,254320.00,5814.93,688307,8800.00,168051.54
欧科亿,279773.37,15878.17,688308,15878.17,279773.37
恒誉环保,133617.92,8001.07,688309,8001.07,133617.92
迈得医疗,195640.58,16621.97,688310,16621.97,195640.58
盟升电子,677363.24,16791.35,688311,16791.35,677363.24
燕麦科技,351257.70,14484.85,688312,14484.85,351257.70
仕佳光子,1336949.98,45880.23,688313,45880.23,1336949.98
康拓医疗,255091.00,8123.92,688314,8123.92,255091.00
诺禾致源,578101.80,41620.00,688315,41620.00,578101.80
青云科技,262898.28,3594.42,688316,4779.97,197693.21
之江生物,321288.17,19215.80,688317,19215.80,321288.17
财富趋势,2456185.74,18294.25,688318,18294.25,2456185.74
欧林生物,639345.42,40540.93,688319,40593.36,638519.65
禾川科技,694511.86,11087.64,688320,15101.37,509920.50
微芯生物,701409.94,40779.65,688321,40779.65,701409.94
奥比中光,2310805.78,25706.48,688322,40000.10,1485063.35
瑞华泰,232200.29,18000.02,688323,18000.02,232200.29
赛微微电,385662.74,5384.29,688325,8494.77,244446.84
经纬恒润,931306.62,9004.02,688326,11996.74,698981.93
云从科技,1418657.28,75361.86,688327,103854.85,1029443.00
深科达,173799.58,9445.63,688328,9445.63,173799.58
艾隆科技,125064.00,7720.00,688329,7720.00,125064.00
宏力达,347060.00,14000.00,688330,14000.00,347060.00
荣昌生物,2526982.25,16222.39,688331,54460.82,752718.77
中科蓝讯,1168404.59,4402.14,688332,12030.52,427535.85
铂力特,1761057.91,27176.82,688333,27176.82,1761057.91
西高院,529954.03,15373.89,688334,31657.95,257358.92
复洁环保,174532.78,14803.46,688335,14803.46,174532.78
三生国健,1768941.65,61678.58,688336,61678.58,1768941.65
普源精电,694698.32,6790.11,688337,19410.40,243018.08
赛科希德,254211.05,10614.24,688338,10614.24,254211.05
亿华通,490407.46,19578.71,688339,23165.21,414481.33
云天励飞,1890021.66,26013.73,688343,35513.37,1384450.60
博力威,221500.00,10000.00,688345,10000.00,221500.00
华虹公司,8138728.19,39144.00,688347,172613.54,1845639.60
昱能科技,650270.41,8058.71,688348,15627.74,335322.85
三一重能,2922521.24,18828.57,688349,122640.42,448684.86
富淼科技,184568.80,12215.01,688350,12215.01,184568.80
微电生理,1007084.00,12485.99,688351,47060.00,267200.15
颀中科技,1337666.95,36588.11,688352,118903.73,411616.26
华盛锂电,344998.50,6251.44,688353,15950.00,135218.63
明志科技,218162.69,12395.61,688355,12395.61,218162.69
键凯科技,364510.71,6065.07,688356,6065.07,364510.71
建龙微纳,250946.67,10005.85,688357,10005.85,250946.67
祥生医疗,325161.16,11212.45,688358,11212.45,325161.16
三孚新科,499992.85,9657.96,688359,9657.96,499992.85
德马科技,494523.13,17406.52,688360,18838.98,456921.21
中科飞测,2577600.00,24415.69,688361,32000.00,1966683.63
甬矽电子,1117416.33,27857.74,688362,40841.24,762187.77
华熙生物,2360223.39,48167.82,688363,48167.82,2360223.39
光云科技,531855.03,42582.47,688365,42582.47,531855.03
昊海生科,1212607.21,19405.19,688366,23319.37,1009069.65
工大高科,147034.08,8762.46,688367,8762.46,147034.08
晶丰明源,836107.99,8782.65,688368,8782.65,836107.99
致远互联,328025.85,11521.81,688369,11521.81,328025.85
丛麟科技,262561.59,4374.91,688370,13710.79,83779.56
菲沃泰,523336.88,12693.90,688371,33547.24,198024.87
伟测科技,821317.92,7869.21,688372,11383.48,567763.41
盟科药业,416965.09,36604.71,688373,65560.55,232805.98
国博电子,3584433.61,26547.23,688375,59601.49,1596550.69
美埃科技,482764.80,5098.56,688376,13440.00,183140.24
迪威尔,381157.99,19466.70,688377,19466.70,381157.99
奥来德,398811.99,20121.60,688378,20814.82,385529.82
华光新材,255302.36,9008.55,688379,9008.55,255302.36
中微半导,1093396.82,14778.00,688380,40036.50,403587.18
帝奥微,528165.00,18354.64,688381,24750.00,391688.02
益方生物,1211018.51,40129.80,688382,57832.78,840317.94
新益昌,436212.61,10213.36,688383,10213.36,436212.61
复旦微电,3688208.58,53709.73,688385,82142.73,2411566.88
泛亚微透,375410.00,7000.00,688386,7000.00,375410.00
信科移动,1911081.25,137875.00,688387,341875.00,770721.25
嘉元科技,732704.26,42623.87,688388,42623.87,732704.26
普门科技,558745.39,42848.57,688389,42848.57,558745.39
固德威,989267.36,24258.64,688390,24258.64,989267.36
钜泉科技,315454.98,5675.39,688391,11458.59,156243.50
骄成超声,573426.00,6981.88,688392,11480.00,348744.71
安必平,288937.05,9356.77,688393,9356.77,288937.05
正弦电气,186444.89,8659.77,688395,8659.77,186444.89
华润微,6308419.70,132752.94,688396,132752.94,6308419.70
赛特新材,247861.12,16781.39,688398,16781.39,247861.12
硕世生物,367335.47,5667.01,688399,5667.01,367335.47
凌云光,1288429.97,23709.24,688400,46097.67,662673.17
路维光电,649407.97,11571.23,688401,19333.37,388677.68
汇成股份,818708.40,57897.08,688403,83798.20,565654.43
中信博,1028117.50,20238.47,688408,21851.59,952219.87
富创精密,1505025.94,17721.35,688409,30621.08,871004.49
山外山,403893.77,23455.36,688410,32131.56,294833.84
海博思创,1279479.34,3564.94,688411,17773.01,256640.21
恒烁股份,314930.67,4780.17,688416,8263.73,182172.19
震有科技,583153.32,19361.00,688418,19361.00,583153.32
耐科装备,284212.00,2215.81,688419,8200.00,76799.95
美腾科技,195518.73,3410.90,688420,8843.00,75415.00
铁建重工,2117398.31,147795.70,688425,533349.70,586748.93
康为世纪,218125.32,3799.33,688426,11249.37,73669.07
诺诚健华,3623838.17,26628.30,688428,176256.72,547477.78
时创能源,545601.09,11782.72,688429,40000.08,160716.34
有研硅,1386107.00,50756.57,688432,124762.11,563905.45
华曙高科,1570528.09,20210.43,688433,41416.88,766379.58
英方软件,257347.00,4614.79,688435,8350.00,142227.87
振华风光,1157000.00,11391.76,688439,20000.00,659013.56
智翔金泰,1054938.36,11404.01,688443,36668.00,328093.32
磁谷科技,251929.49,4797.23,688448,7165.23,168670.61
联芸科技,1867140.00,6509.75,688449,46000.00,264230.74
光格科技,159588.00,4817.72,688450,6600.00,116492.55
科捷智能,212136.07,12984.92,688455,18084.92,152313.07
有研粉材,344980.48,10366.00,688456,10366.00,344980.48
美芯晟,451946.42,8394.85,688458,11153.66,340159.49
哈铁科技,464640.00,17558.50,688459,48000.00,169966.25
金科环境,200684.01,12311.90,688466,12311.90,200684.01
科美诊断,286792.22,40110.80,688468,40110.80,286792.22
芯联集成,3329539.13,439596.00,688469,706908.52,2070497.16
阿特斯,3323083.81,138191.04,688472,368821.73,1245101.29
萤石网络,2672775.00,40950.00,688475,78750.00,1389843.00
晶升股份,405551.03,10340.95,688478,13836.61,303093.14
友车科技,265832.65,6087.42,688479,14431.74,112130.32
赛恩斯,318580.09,6384.62,688480,9532.62,213373.93
南芯科技,1430814.39,29297.03,688484,42545.77,985259.04
九州一轨,152245.86,8815.80,688485,15029.21,89304.03
龙迅股份,926277.58,7375.86,688486,13270.45,514835.12
艾迪药业,488108.06,42078.28,688488,42078.28,488108.06
三未信安,383556.25,5053.30,688489,11476.85,168881.19
清越科技,347400.00,23794.56,688496,45000.00,183694.00
源杰科技,1186078.62,6014.93,688498,8594.77,830059.94
利元亨,466534.33,16872.85,688499,16872.85,466534.33
慧辰股份,227651.37,7427.45,688500,7427.45,227651.37
青达环保,352967.63,12307.10,688501,12307.10,352967.63
茂莱光学,1504060.80,1680.00,688502,5280.00,478564.80
聚和材料,797500.85,18066.48,688503,24203.36,595290.62
复旦张江,815782.24,71057.21,688505,103657.21,559220.24
百利天恒,11228000.00,10289.11,688506,40100.00,2880951.36
索辰科技,689078.23,4923.57,688507,8910.88,380739.90
芯朋微,715772.70,13131.03,688508,13131.03,715772.70
正元地信,304150.00,38479.22,688509,77000.00,151992.92
航亚科技,491702.10,25838.26,688510,25838.26,491702.10
*ST天微,160927.61,10282.91,688511,10282.91,160927.61
慧智微,471820.85,32239.83,688512,46076.25,330135.83
苑东生物,594737.17,17653.23,688513,17653.23,594737.17
裕太微,805680.00,4981.94,688515,8000.00,501731.18
奥特维,1068657.78,29136.24,688516,31505.24,988301.36
金冠电气,192487.98,13661.32,688517,13661.32,192487.98
联赢激光,560455.81,34132.51,688518,34132.51,560455.81
南亚新材,866172.62,23229.36,688519,23848.36,843690.54
神州细胞,1616123.31,44533.57,688520,44533.57,1616123.31
芯原股份,4189633.94,49898.93,688521,50085.28,4174045.48
纳睿雷达,1523529.85,8654.37,688522,21653.35,608921.39
航天环宇,848344.80,8532.53,688523,40688.00,177903.24
佰维存储,2859846.88,31730.43,688525,46126.56,1967286.92
科前生物,764450.01,46612.81,688526,46612.81,764450.01
秦川物联,158424.00,16800.00,688528,16800.00,158424.00
豪森智能,290271.69,16817.60,688529,16817.60,290271.69
欧莱新材,250150.06,6777.82,688530,16004.48,105937.33
日联科技,718515.20,7406.99,688531,11450.44,464788.37
上声电子,442944.25,16284.72,688533,16284.72,442944.25
