abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
浦发银行,34635571.22,2935217.90,600000,2935217.90,34635571.22
白云机场,2146613.48,236671.83,600004,236671.83,2146613.48
中国国贸,2190839.51,100728.25,600007,100728.25,2190839.51
上海机场,7983048.14,191869.59,600009,248848.13,6155176.60
包钢股份,8151951.48,3138079.83,600010,4528861.93,5648543.69
华能国际,11695079.55,1099770.99,600011,1569809.34,8193293.89
皖通高速,2894274.45,116560.00,600012,165861.00,2033972.00
华夏银行,11665642.57,1538722.40,600015,1591492.85,11278835.18
民生银行,17907009.17,3546212.32,600016,4378241.85,14504008.39
上港集团,13107408.64,2321457.78,600018,2328136.53,13069807.28
宝钢股份,15182690.29,2178208.47,600019,2190864.40,15094984.73
中原高速,1060759.50,224737.18,600020,224737.18,1060759.50
上海电力,2577320.44,261716.42,600021,281674.36,2394705.24
华能水电,17640000.00,1800000.00,600025,1800000.00,17640000.00
中远海能,4971149.00,347477.64,600026,477077.64,3620717.00
华电国际,6003578.39,851032.75,600027,1022756.11,4995562.26
中国石化,69009205.19,9484182.49,600028,12128155.57,53964998.34
南方航空,10419526.63,1267334.71,600029,1812091.59,7287174.61
中信证券,37866497.15,1217655.10,600030,1482054.68,31111087.74
三一重工,16712656.69,846421.58,600031,847497.80,16691433.63
招商银行,109655888.67,2062894.44,600036,2521984.56,89694650.38
中直股份,3036064.57,66893.52,600038,81989.32,2477067.12
四川路桥,8082916.64,670363.94,600039,871003.95,6220977.40
保利发展,9875615.82,1197044.34,600048,1197044.34,9875615.82
中国联通,16976582.95,3076682.61,600050,3126442.53,16706386.59
九鼎投资,629067.70,43354.08,600053,43354.08,629067.70
中国医药,1525797.34,149535.15,600056,149587.97,1525258.51
海信视像,3267650.52,129509.44,600060,130497.23,3242916.35
国投资本,4462998.95,639398.13,600061,639398.13,4462998.95
华润双鹤,1955090.33,103263.08,600062,103883.65,1943411.21
宇通客车,5860297.12,221393.92,600066,221393.92,5860297.12
葛洲坝,4572543.97,460477.74,600068,460477.74,4572543.97
中船科技,1828917.38,108333.73,600072,150652.17,1315171.50
光明肉业,736117.64,93772.95,600073,93772.95,736117.64
新疆天业,717092.32,170736.27,600075,170736.27,717092.32
同仁堂,5016838.22,137147.03,600085,137147.03,5016838.22
特变电工,5871344.97,505279.26,600089,505279.26,5871344.97
退市易见,56122.38,112244.75,600093,112244.75,56122.38
大名城,774671.98,222212.98,600094,242084.99,711081.55
上汽集团,19157120.58,1157529.94,600104,1157529.94,19157120.58
永鼎股份,1035092.32,146199.48,600105,146199.48,1035092.32
国金证券,3014598.32,319955.70,600109,371255.95,2598040.26
北方稀土,8813530.52,361506.58,600111,361506.58,8813530.52
东睦股份,1252491.23,61638.35,600114,61638.35,1252491.23
中国东航,8314653.62,1711451.88,600115,2229129.66,6383715.51
三峡水利,1338500.03,191214.29,600116,191214.29,1338500.03
中国卫星,3158428.48,118248.91,600118,118248.91,3158428.48
浙江东方,2066305.80,341538.15,600120,341538.15,2066305.80
*ST宏图,44013.82,115825.84,600122,115825.84,44013.82
兰花科创,997383.49,147324.00,600123,147324.00,997383.49
铁龙物流,757202.69,130552.19,600125,130552.19,757202.69
重庆啤酒,2768799.22,48397.12,600132,48397.12,2768799.22
ST明诚,420410.14,194308.95,600136,204082.59,400276.44
中青旅,706467.84,72384.00,600138,72384.00,706467.84
兴发集团,2251743.71,110325.51,600141,110325.51,2251743.71
建发股份,3038455.15,289953.86,600153,294709.52,2989424.25
巨化股份,7238019.24,269974.61,600160,269974.61,7238019.24
天坛生物,3772824.72,197737.14,600161,197737.14,3772824.72
香江控股,545829.17,326843.81,600162,326843.81,545829.17
联美控股,1362229.96,226284.05,600167,226284.05,1362229.96
上海建工,2141511.48,888593.97,600170,888593.97,2141511.48
上海贝岭,2469179.86,70892.33,600171,70892.33,2469179.86
黄河旋风,559567.58,127625.58,600172,144218.45,495187.23
中国巨石,4767735.84,400313.67,600176,400313.67,4767735.84
瑞茂通,477029.46,108662.75,600180,108662.75,477029.46
生益科技,6153570.22,237133.89,600183,242936.05,6006601.39
珠免集团,1225253.77,188500.58,600185,188500.58,1225253.77
兖矿能源,12446475.87,592391.11,600188,1003748.05,7345649.74
复星医药,6282959.85,211848.88,600196,267132.65,4982685.72
伊力特,701244.93,47317.47,600197,47317.47,701244.93
生物股份,782017.72,112036.92,600201,112036.92,782017.72
有研新材,1577975.41,84655.33,600206,84655.33,1577975.41
衢州发展,2229342.49,850776.92,600208,850894.08,2229035.53
紫江企业,963127.46,151673.62,600210,151673.62,963127.46
浙江医药,1281863.12,96163.35,600216,96163.78,1281857.42
南山铝业,4308671.88,1161367.08,600219,1161367.08,4308671.88
沧州大化,422240.24,41396.10,600230,41396.10,422240.24
凌钢股份,479163.74,281918.51,600231,285216.51,473623.10
圆通速递,4535927.52,344675.34,600233,344675.34,4535927.52
桂冠电力,5013192.28,788237.78,600236,788237.78,5013192.28
云南城投,394998.98,160568.69,600239,160568.69,394998.98
中恒集团,818396.36,330228.03,600252,331334.56,815663.23
广汇能源,3754720.16,649605.56,600256,649605.56,3754720.16
首旅酒店,1674904.69,111660.31,600258,111660.31,1674904.69
*ST凯乐,46759.64,99488.61,600260,99488.61,46759.64
阳光照明,427216.95,133505.30,600261,133505.30,427216.95
航天信息,1591627.90,185288.46,600271,185288.46,1591627.90
嘉化能源,1175433.20,139104.52,600273,139104.52,1175433.20
恒瑞医药,33687511.01,637900.23,600276,637900.23,33687511.01
ST亿利,135303.64,356062.22,600277,356062.22,135303.64
XD南钢股,2675649.50,616509.10,600282,616509.10,2675649.50
浦东建设,622904.35,97025.60,600284,97025.60,622904.35
羚锐制药,1320811.97,56586.55,600285,56711.55,1317900.72
退市西水,97282.73,109306.44,600291,109306.44,97282.73
鄂尔多斯,2524496.18,197557.63,600295,279877.63,1781969.78
广汇汽车,647129.44,829653.13,600297,829653.13,647129.44
安琪酵母,3175764.92,85715.05,600298,86864.47,3133742.12
安迪苏,2628263.25,268190.13,600299,268190.13,2628263.25
恒顺醋业,869411.79,110302.64,600305,110894.36,864772.70
万华化学,17234069.23,313974.66,600309,313974.66,17234069.23
广西能源,650775.56,146571.07,600310,146571.07,650775.56
平高电气,2261987.82,135692.13,600312,135692.13,2261987.82
上海家化,1720898.51,67222.60,600315,67222.60,1720898.51
瀚蓝环境,1935634.12,81534.71,600323,81534.71,1935634.12
华发股份,1400845.43,275215.21,600325,275215.21,1400845.43
西藏天路,934280.33,132249.23,600326,132334.32,933679.60
达仁堂,2299501.75,56708.94,600329,77009.44,1693328.82
白云山,4309971.81,140589.09,600332,162579.09,3727016.91
国机汽车,963287.92,149578.87,600335,149578.87,963287.92
美克家居,290273.62,143699.81,600337,143699.81,290273.62
西藏珠峰,888612.28,91421.02,600338,91421.02,888612.28
华夏幸福,943206.60,389335.51,600340,391372.03,938298.57
航天动力,746063.22,63820.63,600343,63820.63,746063.22
长江通信,804583.21,21155.93,600345,32961.21,516416.24
恒力石化,11016191.17,703909.98,600346,703909.98,11016191.17
华阳股份,2402595.00,360750.00,600348,360750.00,2402595.00
山东高速,5309641.59,485342.01,600350,485342.01,5309641.59
浙江龙盛,3181758.56,325333.19,600352,325333.19,3181758.56
江西铜业,7455256.41,207524.74,600362,346272.94,4468007.66
联创光电,2627209.21,45351.44,600363,45351.44,2627209.21
宁波韵升,888025.17,106304.20,600366,109904.11,858937.97
西南证券,2757720.29,631510.91,600369,664510.91,2620770.29
中航机载,5569570.02,483889.66,600372,483889.66,5569570.02
中文传媒,1474538.58,134735.87,600373,139502.23,1424158.17
首开股份,619095.66,257956.52,600376,257956.52,619095.66
宁沪高速,7753093.40,380218.30,600377,503774.75,5851559.64
健康元,1959344.58,182945.34,600380,182945.34,1959344.58
金地集团,1878066.77,451458.36,600383,451458.36,1878066.77
*ST海越,65072.08,40404.85,600387,46814.45,56162.74
龙净环保,1518975.37,127004.63,600388,127004.63,1518975.37
盛和资源,2080605.14,175282.66,600392,175282.66,2080605.14
ST粤泰,93841.17,133734.42,600393,253624.79,49481.74
盘江股份,981007.58,214662.49,600395,214662.49,981007.58
海澜之家,3789385.76,480277.03,600398,480277.03,3789385.76
国电南瑞,18385450.02,799632.48,600406,803208.83,18303587.37
三友化工,1015659.93,206434.94,600409,206434.94,1015659.93
华胜天成,1094301.69,109649.47,600410,109649.47,1094301.69
小商品城,8570938.58,548286.05,600415,548364.59,8569711.00
江淮汽车,7803466.98,218400.98,600418,218400.98,7803466.98
国药现代,1382749.05,134117.27,600420,134117.27,1382749.05
昆药集团,1201320.53,75697.58,600422,75697.58,1201320.53
华鲁恒升,4395065.40,211917.66,600426,212322.00,4386695.46
片仔癀,12521848.69,60331.72,600436,60331.72,12521848.69
通威股份,7428276.44,450198.57,600438,450198.57,7428276.44
瑞贝卡,397326.89,113198.54,600439,113198.54,397326.89
金证股份,1408057.21,94627.50,600446,94627.50,1408057.21
涪陵电力,1484299.24,153654.17,600452,153654.17,1484299.24
贵研铂业,1018035.07,75383.96,600459,76029.50,1009391.17
士兰微,4128562.25,166407.18,600460,166407.18,4128562.25
*ST蓝光,121397.22,303493.04,600466,303493.04,121397.22
杭萧钢构,618300.17,236896.62,600477,236896.62,618300.17
中国动力,4888495.31,225276.28,600482,225276.28,4888495.31
福能股份,2710634.36,278013.78,600483,278013.78,2710634.36
扬农化工,2118025.42,40286.86,600486,40668.69,2098139.56
亨通光电,3870306.68,244518.11,600487,246673.47,3836489.19
中金黄金,6684444.03,484731.26,600489,484731.26,6684444.03
鹏欣资源,1020140.94,199262.14,600490,221288.71,918598.46
龙元建设,611903.18,152975.80,600491,152975.80,611903.18
晋西车轴,502607.41,120819.09,600495,120819.09,502607.41
烽火通信,2580965.22,116658.77,600498,118447.23,2541994.50
科达制造,1902513.54,191785.64,600499,191785.64,1902513.54
中化国际,1313399.64,358672.28,600500,358852.36,1312740.53
安徽建工,799904.82,171653.39,600502,171653.39,799904.82
方大特钢,1008549.92,231318.79,600507,231318.79,1008549.92
国药股份,2246909.93,55334.64,600511,75450.30,1647865.65
