abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
惠泉啤酒,297750.00,25000.00,600573,25000.00,297750.00
淮河能源,1492324.25,388626.11,600575,388626.11,1492324.25
祥源文旅,1020802.89,66039.01,600576,105454.84,639257.60
精达股份,1534498.72,214915.79,600577,214915.79,1534498.72
京能电力,2925549.38,669462.10,600578,669462.10,2925549.38
中化装备,371528.98,49471.24,600579,49471.24,371528.98
卧龙电驱,3334713.92,130262.26,600580,130262.26,3334713.92
八一钢铁,509306.88,153289.79,600581,153869.15,507389.20
天地科技,2607311.00,413858.89,600582,413858.89,2607311.00
海油工程,2281419.08,442135.48,600583,442135.48,2281419.08
长电科技,6028537.69,178941.46,600584,178941.46,6028537.69
海螺水泥,12718326.19,399970.26,600585,529930.26,9599286.19
金晶科技,680094.52,142877.00,600586,142877.00,680094.52
新华医疗,919723.73,60436.20,600587,60667.79,916212.85
用友网络,4770128.38,341699.74,600588,341699.74,4770128.38
大位科技,1123637.12,147846.99,600589,147846.99,1123637.12
泰豪科技,817902.09,84356.95,600590,85286.98,808983.17
龙溪股份,1086785.71,39955.36,600592,39955.36,1086785.71
大连圣亚,369140.80,12880.00,600593,12880.00,369140.80
益佰制药,293805.07,79192.74,600594,79192.74,293805.07
中孚实业,1503536.29,400790.51,600595,400943.01,1502964.42
新安股份,1040539.32,129297.19,600596,134959.70,996881.34
光明乳业,1160674.91,137845.54,600597,137847.38,1160659.42
北大荒,2693185.06,177767.99,600598,177767.99,2693185.06
*ST熊猫,127820.00,16600.00,600599,16600.00,127820.00
青岛啤酒,10118247.58,70903.09,600600,136419.68,5258882.50
方正科技,1851610.22,417029.33,600601,417029.33,1851610.22
云赛智联,3099148.05,107430.30,600602,136767.35,2434370.58
ST广物,859196.99,119332.92,600603,119332.92,859196.99
市北高新,850480.38,140745.48,600604,187330.48,638984.48
汇通能源,835443.84,20628.24,600605,20628.24,835443.84
绿地控股,2403271.33,1405421.83,600606,1405421.83,2403271.33
*ST沪科,112799.47,31837.14,600608,32886.14,109201.40
金杯汽车,721420.88,130455.86,600609,130455.86,721420.88
中毅达,1268389.13,70872.67,600610,107127.46,839132.42
大众交通,1498853.90,156331.64,600611,236412.29,991142.57
老凤祥,2582632.40,31710.96,600612,52311.78,1565570.24
神奇制药,333794.77,47932.00,600613,53407.16,299574.99
退市鹏起,294465.99,151148.77,600614,175277.38,253929.93
丰华股份,235025.64,18762.45,600615,18802.05,234530.64
金枫酒业,378656.80,66900.50,600616,66900.50,378656.80
国新能源,515094.20,177554.27,600617,192919.18,474069.90
氯碱化工,1077764.78,74984.00,600618,115640.00,698850.86
海立股份,1261179.68,78917.48,600619,107334.44,927280.39
天宸股份,345398.59,68667.71,600620,68667.71,345398.59
华鑫股份,1431153.14,106089.93,600621,106089.93,1431153.14
光大嘉宝,416912.54,149968.54,600622,149968.54,416912.54
华谊集团,1519723.56,187184.20,600623,213144.96,1334623.33
复旦复华,469428.74,67934.69,600624,67934.69,469428.74
申达股份,447732.44,110797.87,600626,132074.47,375604.78
新世界,470278.40,64687.54,600628,64687.54,470278.40
华建集团,796667.89,95311.70,600629,97036.28,782509.10
龙头股份,379826.27,42486.16,600630,42486.16,379826.27
浙数文化,1734725.88,126807.45,600633,126807.45,1734725.88
退市富控,94995.79,57573.21,600634,57573.21,94995.79
大众公用,1127830.05,241879.17,600635,295243.47,923978.42
*ST国化,324152.60,43863.68,600636,43863.68,324152.60
东方明珠,2474358.27,336189.98,600637,336189.98,2474358.27
新黄浦,360267.28,67339.68,600638,67339.68,360267.28
浦东金桥,1184145.60,85023.67,600639,112241.29,896999.72
国脉文化,921415.90,79569.59,600640,79569.59,921415.90
万业企业,1323355.75,93062.99,600641,93062.99,1323355.75
申能股份,4478096.63,487904.05,600642,489409.47,4464322.06
爱建集团,751976.61,159035.17,600643,159317.08,750646.01
乐山电力,643092.75,53840.07,600644,57832.08,598701.53
中源协和,1029019.61,46777.02,600645,46794.89,1028626.59
退市同达,21149.82,13914.36,600647,13914.36,21149.82
外高桥,1513582.30,93479.16,600648,135991.22,1040423.08
城投控股,1107954.13,252957.56,600649,252957.56,1107954.13
锦江在线,754051.02,39056.01,600650,55161.01,533895.62
飞乐音响,1015346.35,250702.80,600651,250702.80,1015346.35
退市游久,99091.72,83270.35,600652,83270.35,99091.72
申华控股,375651.40,194638.03,600653,194638.03,375651.40
中安科,883484.43,229976.92,600654,287779.95,706029.16
豫园股份,2162803.71,388984.63,600655,389694.36,2158864.68
信达地产,1183529.62,285187.86,600657,285187.86,1183529.62
电子城,463094.21,111858.50,600658,111858.50,463094.21
XD福耀玻,14645880.70,200298.63,600660,260974.35,11240759.30
昂立教育,294858.75,28654.88,600661,28654.88,294858.75
外服控股,1160016.21,227008.07,600662,228349.65,1153200.97
陆家嘴,4400724.32,315568.37,600663,503515.37,2758067.52
哈药股份,909182.07,251850.99,600664,251850.99,909182.07
天地源,262693.25,86412.25,600665,86412.25,262693.25
奥瑞德,721276.85,241975.29,600666,276351.28,631555.52
太极实业,1366917.43,210619.02,600667,210619.02,1366917.43
尖峰集团,474491.60,34408.38,600668,34408.38,474491.60
ST目药,164036.16,12172.05,600671,12177.89,163957.56
东阳光,3040999.13,300155.79,600673,301387.43,3028571.95
川投能源,8398947.56,487460.68,600674,487460.68,8398947.56
中华企业,1705010.16,604613.53,600675,604613.53,1705010.16
交运股份,438137.99,102849.29,600676,102849.29,438137.99
四川金顶,288614.73,34899.00,600678,34899.00,288614.73
上海凤凰,680188.42,34369.43,600679,51529.43,453676.42
百川能源,474662.60,133980.88,600681,134085.48,474292.31
南京新百,873639.81,116506.03,600682,134613.22,756124.12
京投发展,278532.38,74077.76,600683,74077.76,278532.38
珠江股份,302978.56,85346.07,600684,85346.07,302978.56
中船防务,3454609.59,82143.52,600685,141350.64,2007587.58
金龙汽车,926425.26,71704.74,600686,71704.74,926425.26
上海石化,3046717.87,732881.35,600688,1057888.15,2110698.29
上海三毛,235159.87,15220.41,600689,20099.13,178078.85
海尔智家,23823216.96,625450.11,600690,938291.33,15880178.28
阳煤化工,513212.10,237558.60,600691,237598.20,513126.57
亚通股份,244476.02,25501.05,600692,35176.41,177232.31
东百集团,582796.98,86895.28,600693,86984.62,582198.36
大商股份,802079.07,31305.26,600694,31615.26,794214.37
退市绿庭,36267.74,36646.72,600695,71113.21,18689.82
*ST岩石,200681.66,33446.94,600696,33446.94,200681.66
欧亚集团,190428.43,15537.60,600697,15908.81,185985.09
湖南天雁,688794.48,83034.53,600698,107122.00,533912.01
均胜电子,2318722.74,136808.46,600699,140870.15,2251867.29
退市工新,204877.57,83249.30,600701,103473.52,164833.61
舍得酒业,1902795.38,33261.89,600702,33312.24,1899919.04
三安光电,6176405.18,498901.87,600703,498901.87,6176405.18
物产中大,2736480.06,515370.20,600704,519256.18,2716000.98
中航产融,3060948.89,880442.48,600705,882117.84,3055135.42
曲江文旅,233634.76,25403.02,600706,25505.98,232691.65
彩虹股份,2382690.78,358766.97,600707,358838.97,2382212.70
光明地产,708706.48,222527.78,600708,222863.67,707638.33
苏美达,1250559.21,130674.94,600710,130674.94,1250559.21
ST盛屯,1743104.91,309061.16,600711,309061.16,1743104.91
南宁百货,300649.76,53864.84,600712,54465.54,297333.90
南京医药,670374.93,130291.06,600713,130932.60,667090.24
金瑞矿业,307772.26,28817.63,600714,28817.63,307772.26
文投控股,941886.01,266237.22,600715,405985.35,617670.36
凤凰股份,321068.78,93606.06,600716,93606.06,321068.78
天津港,1308088.47,289400.10,600717,289400.10,1308088.47
东软集团,1209721.99,120370.35,600718,120370.35,1209721.99
大连热电,284028.92,40459.96,600719,40459.96,284028.92
中交设计,1815025.09,100904.98,600720,229459.56,798158.37
百花医药,272358.33,38414.43,600721,38414.43,272358.33
金牛化工,351044.95,68031.97,600722,68031.97,351044.95
首商股份,587957.95,65806.96,600723,65840.76,587656.11
宁波富达,663365.65,144494.27,600724,144524.11,663228.68
云维股份,398087.81,123247.00,600725,123247.00,398087.81
华电能源,2127073.44,274734.48,600726,790733.62,739035.76
鲁北化工,396437.35,52852.31,600727,52858.31,396392.35
佳都科技,1193541.93,214280.42,600728,214280.42,1193541.93
重庆百货,1373627.35,19121.23,600729,44054.76,596200.09
中国高科,365486.69,58665.60,600730,58665.60,365486.69
湖南海利,358153.89,55798.27,600731,55874.24,357666.89
爱旭股份,1920826.17,159844.72,600732,182761.77,1679968.05
北汽蓝谷,4157833.36,488509.69,600733,557350.32,3644282.30
实达集团,886569.36,216842.81,600734,217830.31,882550.25
新华锦,264556.16,42545.18,600735,42877.82,262503.78
苏州高新,628605.93,115129.29,600736,115129.29,628605.93
中粮糖业,1993406.55,213884.82,600737,213884.82,1993406.55
丽尚国潮,374576.94,76066.62,600738,76133.52,374247.77
辽宁成大,1563363.43,152970.98,600739,152970.98,1563363.43
山西焦化,904428.77,256212.12,600740,256212.12,904428.77
华域汽车,5715888.58,315272.40,600741,315272.40,5715888.58
一汽富维,720023.09,74305.79,600742,74305.79,720023.09
华远地产,431682.56,234610.09,600743,234610.09,431682.56
华银电力,1096807.11,203112.43,600744,203112.43,1096807.11
闻泰科技,4247747.11,124457.87,600745,124457.87,4247747.11
江苏索普,964638.22,116608.23,600746,116784.29,963184.02
上实发展,584726.44,184456.29,600748,184456.29,584726.44
西藏旅游,251931.72,22696.55,600749,22696.55,251931.72
江中药业,1431015.09,62715.25,600750,62901.76,1426771.89
海航科技,808915.24,257318.91,600751,289933.78,717919.75
*ST庚星,127590.18,23030.72,600753,23030.72,127590.18
锦江酒店,2549915.00,90800.98,600754,107004.41,2163787.41
厦门国贸,1361167.11,213215.85,600755,216746.35,1338995.53
浪潮软件,466054.01,32409.88,600756,32409.88,466054.01
长江传媒,1196659.17,121349.71,600757,121365.03,1196508.14
辽宁能源,473282.23,132074.34,600758,132201.74,472826.14
洲际油气,871291.95,414368.58,600759,414900.93,870174.01
中航沈飞,12725820.35,274818.60,600760,275569.95,12691122.91
安徽合力,1445594.35,89069.28,600761,89069.28,1445594.35
通策医疗,1817335.68,44728.91,600763,44728.91,1817335.68
中国海防,2042348.86,71062.94,600764,71062.94,2042348.86
中航重机,2590109.10,147071.83,600765,157549.22,2417860.83
退市园城,9417.53,22393.21,600766,22422.68,9405.15
退市运盛,14322.43,34091.02,600767,34101.02,14318.23
宁波富邦,142039.53,13374.72,600768,13374.72,142039.53
祥龙电业,411349.99,37497.72,600769,37497.72,411349.99
综艺股份,536900.00,130000.00,600770,130000.00,536900.00
广誉远,959892.13,48949.11,600771,48949.11,959892.13
西藏城投,845009.14,95158.69,600773,95158.69,845009.14
汉商集团,253727.87,29484.21,600774,29503.24,253564.23
南京熊猫,912010.85,67183.85,600775,91383.85,670494.85
东方通信,1347688.07,95600.01,600776,125600.01,1025788.07
ST新潮,2182959.16,636615.24,600777,680049.58,2043534.92
友好集团,197174.03,31121.49,600778,31149.14,196999.02
水井坊,2281027.46,48750.32,600779,48750.32,2281027.46
通宝能源,694780.53,114650.25,600780,114650.25,694780.53
退市辅仁,48291.13,37426.32,600781,62715.75,28818.27
新钢股份,1258260.86,314565.21,600782,314565.21,1258260.86
鲁信创投,888020.64,74435.93,600783,74435.93,888020.64
鲁银投资,408093.98,67565.23,600784,67565.23,408093.98
新华百货,279782.79,22563.13,600785,22563.13,279782.79
中储股份,1289746.88,217007.96,600787,217495.26,1286857.19
鲁抗医药,910352.34,89866.96,600789,89866.96,910352.34
轻纺城,527684.73,146579.09,600790,146579.09,527684.73
京能置业,193379.76,45231.37,600791,45288.00,193137.95
云煤能源,354065.63,105986.81,600792,110992.36,338097.93
宜宾纸业,442436.91,17690.40,600793,17690.40,442436.91
保税科技,487261.78,120015.22,600794,120015.22,487261.78
国电电力,8186549.16,1783561.91,600795,1783561.91,8186549.16
钱江生化,487021.20,30947.79,600796,86658.58,173926.57
浙大网新,1081985.27,102752.64,600797,102752.64,1081985.27
宁波海运,358340.66,120653.42,600798,120653.42,358340.66
渤海化学,404056.46,110973.02,600800,111004.52,403941.80
华新水泥,2528058.71,134427.56,600801,207899.56,1634639.19
福建水泥,200254.55,45824.84,600802,45824.84,200254.55
新奥股份,6076485.88,282055.86,600803,309708.76,5533935.98
*ST鹏博,102762.76,139263.00,600804,165746.39,86343.06
悦达投资,390560.57,85027.54,600805,85089.45,390276.39
济高发展,244159.19,78701.85,600807,88463.47,217217.10
马钢股份,2324353.48,596775.12,600808,772210.46,1796293.11
山西汾酒,24804312.56,121996.42,600809,121996.42,24804312.56
神马股份,844567.99,100527.98,600810,101510.58,836392.76
*ST东方,131714.82,365874.49,600811,365874.49,131714.82
华北制药,1031153.95,171573.04,600812,171573.04,1031153.95
杭州解百,595435.53,72949.21,600814,73510.56,590888.64
厦工股份,473683.23,177409.45,600815,177409.45,473683.23
建元信托,2687534.37,546913.79,600816,984444.83,1493074.65
宇通重工,610397.76,52724.93,600817,53684.94,599482.51
中路股份,346842.29,23795.79,600818,32144.79,256756.58
耀皮玻璃,496440.43,74741.61,600819,93491.61,396877.93
隧道股份,1855016.70,314409.61,600820,314409.61,1855016.70
金开新能,1104486.69,199726.35,600821,199726.35,1104486.69
上海物贸,516307.80,39614.79,600822,49597.29,412389.97
*ST世茂,161300.24,375116.83,600823,375116.83,161300.24
益民集团,464825.94,105402.71,600824,105402.71,464825.94
新华传媒,696940.20,104488.78,600825,104488.78,696940.20
兰生股份,580335.97,73553.35,600826,73553.35,580335.97
百联股份,1664628.85,160444.99,600827,178416.81,1496951.78
茂业商业,788052.06,173136.02,600828,173198.25,787768.88
人民同泰,423318.68,57988.86,600829,57988.86,423318.68
香溢融通,406164.54,45432.27,600830,45432.27,406164.54
ST广网,198354.21,71094.70,600831,71094.70,198354.21
第一医药,270380.65,22308.63,600833,22308.63,270380.65
申通地铁,390021.02,47738.19,600834,47738.19,390021.02
上海机电,2352300.41,80650.43,600835,102273.93,1854959.89
*ST易连,30102.89,66524.31,600836,66895.31,29935.94
海通证券,13599832.20,965463.12,600837,1306420.00,10050471.06
上海九百,336740.86,40088.20,600838,40088.20,336740.86
四川长虹,5068636.16,461495.86,600839,461624.42,5067224.58
动力新科,773016.73,104302.45,600841,138782.18,580964.64
上工申贝,835117.95,46922.27,600843,71316.65,549459.82
丹化科技,331386.90,82273.06,600844,101652.42,268210.19
宝信软件,7731478.14,213360.73,600845,288380.39,5720201.18
同济科技,596022.49,62476.15,600846,62476.15,596022.49
万里股份,153747.26,15328.74,600847,15328.74,153747.26
上海临港,2290418.20,239391.23,600848,252248.70,2173672.34
电科数字,1675483.77,61359.35,600850,68611.13,1498395.35
海欣股份,779758.62,73820.61,600851,120705.67,476881.15
龙建股份,381275.94,101144.18,600853,101403.17,380302.13
春兰股份,250379.02,51945.85,600854,51945.85,250379.02
航天长峰,664862.13,46763.97,600855,46854.27,663580.77
退市中天,36899.67,136165.44,600856,136665.44,36764.67
宁波中百,227460.40,22431.99,600857,22431.99,227460.40
银座股份,282396.16,51754.80,600858,52006.66,281028.58
王府井,1570908.44,113494.61,600859,113504.95,1570765.39
京城股份,681296.49,43523.14,600860,54766.60,541427.91
北京人力,1175816.12,36657.48,600861,56611.27,761375.96
中航高科,3301526.38,139304.91,600862,139304.91,3301526.38
内蒙华电,2662970.23,652688.78,600863,652688.78,2662970.23
哈投股份,1202569.76,208057.05,600864,208057.05,1202569.76
百大集团,348774.77,37624.03,600865,37624.03,348774.77
星湖科技,1216197.95,110937.40,600866,166147.26,812061.74
通化东宝,1449321.69,195854.28,600867,195854.28,1449321.69
梅雁吉祥,567546.45,189814.87,600868,189814.87,567546.45
远东股份,1083044.14,221935.27,600869,221935.27,1083044.14
退市厦华,31391.98,52319.97,600870,52319.97,31391.98
石化油服,3530170.64,1356937.86,600871,1897941.20,2523904.41
中炬高新,1503786.95,77098.80,600872,78322.24,1480296.86
梅花生物,3100981.37,285278.88,600873,285278.88,3100981.37
创业环保,915553.74,123041.81,600874,157041.81,717333.74
东方电气,5539848.77,202357.91,600875,339036.03,3306528.18
凯盛新能,622430.66,39567.50,600876,64567.50,381430.66
电科芯片,1438632.28,118405.95,600877,118405.95,1438632.28
航天电子,2900084.11,329929.93,600879,329929.93,2900084.11
博瑞传播,488719.45,109303.02,600880,109333.21,488584.49
亚泰集团,523608.46,323215.10,600881,323215.10,523608.46
妙可蓝多,1308297.07,51205.36,600882,51205.36,1308297.07
博闻科技,177302.09,23608.80,600883,23608.80,177302.09
杉杉股份,1622445.24,175723.65,600884,225339.62,1265210.27
宏发股份,3418935.67,104267.63,600885,104267.63,3418935.67
国投电力,12246876.22,745417.98,600886,800449.43,11404895.09
伊利股份,18792138.88,633446.98,600887,636590.07,18699354.73
新疆众和,938560.02,137618.77,600888,137618.77,938560.02
南京化纤,646234.36,36634.60,600889,36634.60,646234.36
退市中房,20851.02,57919.49,600890,57919.49,20851.02
退市秋林,97578.56,38424.21,600891,61758.58,60710.24
*ST大晟,149936.40,55931.95,600892,55946.42,149897.64
航发动力,9116332.29,266512.48,600893,266559.42,9114726.67
广日股份,933280.98,85994.69,600894,87385.86,918423.28
张江高科,4006459.87,154868.95,600895,154868.95,4006459.87
退市海医,114778.21,94544.03,600896,102480.54,105889.32
厦门空港,590795.48,41693.40,600897,41693.40,590795.48
*ST美讯,21118.19,25252.38,600898,28538.10,18686.76
长江电力,72303583.35,2400725.65,600900,2446821.77,70941442.97
江苏金租,3185808.87,578994.84,600901,579237.98,3184471.64
贵州燃气,790055.69,115000.83,600903,115000.83,790055.69
三峡能源,12306011.24,2858765.01,600905,2861863.08,12292689.56
财达证券,2089780.00,212423.50,600906,324500.00,1368007.31
无锡银行,1246579.20,199931.27,600908,219468.17,1135609.59
华安证券,2573119.01,467839.82,600909,467839.82,2573119.01
中国黄金,1389360.00,168000.00,600916,168000.00,1389360.00
重庆燃气,872621.23,156103.98,600917,156103.98,872621.23
中泰证券,4243893.09,397280.98,600918,696862.58,2419441.18
江苏银行,19452403.93,1835132.45,600919,1835132.45,19452403.93
苏能股份,3492666.67,160604.86,600925,688888.89,814266.63
杭州银行,9696912.14,635446.40,600926,635446.40,9696912.14
永安期货,1767044.44,145555.56,600927,145555.56,1767044.44
西安银行,1626666.67,442335.41,600928,444444.44,1618947.59
雪天盐业,831840.81,163671.04,600929,164071.16,829812.17
爱柯迪,1686075.38,97736.91,600933,98485.71,1673255.93
华塑股份,806702.42,350740.18,600935,350740.18,806702.42
广西广电,629976.89,167102.62,600936,167102.62,629976.89
中国海油,118729825.05,299000.00,600938,4752995.40,7469020.00
重庆建工,559129.04,190179.94,600939,190179.94,559129.04
中国移动,246078960.90,90276.79,600941,2158776.74,10290650.92
维远股份,741400.00,55000.00,600955,55000.00,741400.00
新天绿能,3263617.82,234808.87,600956,420569.31,1822116.81
东方证券,7893383.48,746948.29,600958,849664.53,6939149.58
江苏有线,1635234.68,500071.77,600959,500071.77,1635234.68
渤海汽车,386859.82,95051.55,600960,95051.55,386859.82
株冶集团,1092184.41,75181.24,600961,107287.27,765345.02
国投中鲁,382826.60,26221.00,600962,26221.00,382826.60
岳阳林纸,791056.83,175756.79,600963,176575.19,787390.40
福成股份,433092.81,81870.10,600965,81870.10,433092.81
博汇纸业,590885.18,133684.43,600966,133684.43,590885.18
内蒙一机,2098312.82,169891.34,600967,170179.47,2094760.27
海油发展,3974555.74,1016510.42,600968,1016510.42,3974555.74
郴电国际,281978.47,37005.05,600969,37005.05,281978.47
中材国际,2446512.16,225185.68,600970,264202.18,2085219.43
恒源煤电,836403.40,120000.49,600971,120000.49,836403.40
宝胜股份,659627.17,137136.62,600973,137136.62,659627.17
新五丰,764342.97,101695.61,600975,126129.20,616275.41
健民集团,645654.71,15329.86,600976,15339.86,645233.81
中国电影,1895005.00,186700.00,600977,186700.00,1895005.00
广安爱众,707789.57,123225.98,600979,126165.70,691297.74
北矿科技,312284.82,17567.72,600980,18926.35,289867.39
汇鸿集团,587517.50,224243.32,600981,224243.32,587517.50
宁波能源,550990.35,111762.75,600982,111762.75,550990.35
惠而浦,779468.46,76643.90,600983,76643.90,779468.46
建设机械,421109.71,125704.39,600984,125704.39,421109.71
淮北矿业,3229217.19,269325.87,600985,269325.87,3229217.19
