abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
华兴源创,1129478.21,44537.78,688001,44537.78,1129478.21
睿创微纳,2641736.57,45492.28,688002,45492.28,2641736.57
天准科技,1002241.32,19359.50,688003,19359.50,1002241.32
博汇科技,141996.02,8008.80,688004,8008.80,141996.02
容百科技,1416585.88,46508.04,688005,71472.55,921789.36
杭可科技,1039523.45,60367.22,688006,60367.22,1039523.45
光峰科技,670565.07,45929.11,688007,45929.11,670565.07
澜起科技,8779388.93,114478.93,688008,114478.93,8779388.93
中国通号,5432577.15,862101.80,688009,1058981.90,4422582.23
福光股份,620570.50,16056.16,688010,16056.16,620570.50
新光光电,191400.00,10000.00,688011,10000.00,191400.00
中微公司,11356181.28,62499.62,688012,62499.62,11356181.28
天臣医疗,179353.88,8115.56,688013,8115.56,179353.88
交控科技,375474.68,18868.07,688015,18868.07,375474.68
心脉医疗,1058082.01,12326.21,688016,12326.21,1058082.01
绿的谐波,2601437.62,16876.39,688017,18321.27,2396278.16
乐鑫科技,2227178.56,11220.04,688018,11220.04,2227178.56
安集科技,2377136.60,12921.33,688019,12921.33,2377136.60
方邦股份,270973.50,8074.30,688020,8074.30,270973.50
奥福环保,99796.31,7641.37,688021,7641.37,99796.31
瀚川智能,247460.80,17587.83,688022,17587.83,247460.80
安恒信息,492237.04,10206.55,688023,10227.24,491241.47
杰普特,478763.94,9504.94,688025,9504.94,478763.94
洁特生物,211106.28,14027.36,688026,14036.32,210971.46
国盾量子,2523180.35,8037.44,688027,10286.10,1971583.30
沃尔德,337131.18,15076.94,688028,15199.78,334406.60
南微医学,1167096.03,18784.74,688029,18784.74,1167096.03
山石网科,283145.51,18023.27,688030,18023.27,283145.51
星环科技,605163.06,9396.61,688031,12112.95,469454.86
禾迈股份,1256616.86,12407.35,688032,12407.35,1256616.86
天宜上佳,320453.20,56219.86,688033,56219.86,320453.20
德邦科技,562274.72,8881.76,688035,14224.00,351096.06
传音控股,8946050.26,114035.06,688036,114035.06,8946050.26
芯源微,1889697.58,20113.86,688037,20113.86,1889697.58
中科通达,194343.58,11637.34,688038,11637.34,194343.58
当虹科技,364401.45,11191.69,688039,11191.69,364401.45
海光信息,33442576.45,88655.72,688041,232433.81,12755784.72
必易微,227042.75,3769.51,688045,6983.78,122546.67
药康生物,496920.00,41000.00,688046,41000.00,496920.00
龙芯中科,5198564.00,27964.47,688047,40100.00,3625314.27
长光华芯,1092054.25,10620.99,688048,17627.99,657970.60
炬芯科技,756694.30,11226.81,688049,14613.64,581324.14
爱博医疗,1500244.94,18954.45,688050,18954.45,1500244.94
佳华科技,175238.84,7733.40,688051,7733.40,175238.84
纳芯微,2640481.75,14252.84,688052,14252.84,2640481.75
思科瑞,286800.00,4327.38,688053,10000.00,124109.26
龙腾光电,1140000.02,333333.34,688055,333333.34,1140000.02
莱伯泰科,234667.11,6745.25,688056,6745.25,234667.11
金达莱,316848.00,27600.00,688057,27600.00,316848.00
宝兰德,219356.70,7773.09,688058,7773.09,219356.70
华锐精密,392406.58,6225.71,688059,6225.71,392406.58
云涌科技,203745.61,6019.07,688060,6019.07,203745.61
灿瑞科技,333523.90,4329.78,688061,11488.94,125693.43
迈威生物,798800.40,20417.00,688062,39960.00,408135.83
派能科技,1072956.00,24535.92,688063,24535.92,1072956.00
凯赛生物,3686512.14,58337.80,688065,72128.98,2981645.16
航天宏图,470299.33,26127.74,688066,26127.74,470299.33
爱威科技,133620.00,6800.00,688067,6800.00,133620.00
热景生物,1011673.13,9247.47,688068,9247.47,1011673.13
德林海,182495.00,11300.00,688069,11300.00,182495.00
纵横股份,359691.06,8758.00,688070,8758.00,359691.06
华依科技,332884.46,8478.97,688071,8478.97,332884.46
拓荆科技,4364333.70,27972.91,688072,27972.91,4364333.70
毕得医药,374801.28,4323.42,688073,9088.29,178297.73
安旭生物,461818.91,12708.28,688075,12708.28,461818.91
诺泰生物,1194964.04,22487.09,688076,22487.09,1194964.04
大地熊,287112.09,11447.85,688077,11447.85,287112.09
龙软科技,232091.31,7289.30,688078,7289.30,232091.31
美迪凯,364030.24,39791.90,688079,40673.77,356137.50
映翰通,324652.70,7385.18,688080,7385.18,324652.70
兴图新科,205770.88,10304.00,688081,10304.00,205770.88
盛美上海,4609286.46,43610.75,688082,44129.12,4555143.20
中望软件,1148504.37,12130.38,688083,12130.38,1148504.37
晶品特装,534304.32,3684.92,688084,7565.91,260229.40
三友医疗,567719.90,24845.35,688085,27788.54,507590.57
退市紫晶,12184.42,13297.17,688086,19038.15,8510.19
英科再生,440544.21,18624.55,688087,18722.66,438235.64
虹软科技,1839767.45,40117.04,688088,40117.04,1839767.45
嘉必优,424138.98,16830.91,688089,16830.91,424138.98
瑞松科技,392885.17,9419.45,688090,9419.45,392885.17
上海谊众,880557.51,20670.36,688091,20670.36,880557.51
爱科科技,175056.12,8269.07,688092,8269.07,175056.12
世华科技,692033.51,26263.13,688093,26263.13,692033.51
福昕软件,647391.83,9143.95,688095,9143.95,647391.83
京源环保,301055.45,16568.82,688096,16568.82,301055.45
博众精工,1135825.27,44362.35,688097,44664.78,1128134.60
申联生物,234477.72,41064.40,688098,41064.40,234477.72
晶晨股份,2947948.19,41993.56,688099,41993.56,2947948.19
威胜信息,1740073.83,49168.52,688100,49168.52,1740073.83
三达膜,434603.79,33201.21,688101,33201.21,434603.79
斯瑞新材,862622.74,72733.79,688102,72733.79,862622.74
国力股份,486204.55,9531.55,688103,9531.55,486204.55
诺唯赞,880982.02,39773.45,688105,39773.45,880982.02
金宏气体,886838.40,48197.74,688106,48197.74,886838.40
安路科技,1088706.88,40084.94,688107,40084.94,1088706.88
赛诺医疗,404773.42,41345.60,688108,41345.60,404773.42
品茗科技,228800.35,7884.23,688109,7884.23,228800.35
东芯股份,1409892.23,44224.98,688110,44224.98,1409892.23
金山办公,13888548.25,46267.40,688111,46267.40,13888548.25
鼎阳科技,581239.27,15920.00,688112,15920.00,581239.27
联测科技,218500.92,6439.76,688113,6439.76,218500.92
华大智造,3203842.26,21293.25,688114,41651.62,1637876.71
思林杰,254479.39,4213.95,688115,6667.00,160846.47
天奈科技,1513759.90,34474.15,688116,34474.15,1513759.90
圣诺生物,358165.52,11241.86,688117,11241.86,358165.52
普元信息,227891.32,9181.76,688118,9181.76,227891.32
中钢洛耐,429750.00,57150.00,688119,112500.00,218313.00
华海清科,3768186.85,16997.26,688120,23672.49,2705624.17
卓然股份,263750.21,14157.87,688121,23361.40,159842.32
西部超导,3241825.84,64966.45,688122,64966.45,3241825.84
聚辰股份,1199308.49,15811.58,688123,15811.58,1199308.49
安达智能,291898.09,2182.81,688125,8153.58,78144.53
沪硅产业,4917447.16,272029.84,688126,274717.72,4869334.13
蓝特光学,960001.10,40319.24,688127,40319.24,960001.10
中国电研,1000328.50,40450.00,688128,40450.00,1000328.50
东来技术,256258.41,12047.88,688129,12047.88,256258.41
晶华微,243059.51,3012.62,688130,9312.62,78629.51
皓元医药,861348.79,20618.08,688131,21095.98,841836.39
邦彦技术,307799.36,10849.57,688132,15222.52,219378.34
泰坦科技,372614.19,16443.70,688133,16443.70,372614.19
利扬芯片,348090.39,20120.83,688135,20120.83,348090.39
科兴制药,697949.31,19964.22,688136,19964.22,697949.31
近岸蛋白,233122.81,3267.54,688137,7017.54,108547.81
清溢光电,884588.00,26680.00,688138,31480.00,749708.00
海尔生物,1014268.50,31795.25,688139,31795.25,1014268.50
杰华特,1497941.76,26394.62,688141,44688.00,884747.72
长盈通,435652.96,9452.26,688143,12237.44,336500.37
中船特气,1492941.18,14497.08,688146,52941.18,408817.77
微导纳米,1368915.28,9767.81,688147,45767.81,292155.28
芳源股份,231108.39,51017.31,688148,51017.31,231108.39
莱特光电,920374.76,17934.33,688150,40243.76,410158.14
华强科技,604253.00,10215.32,688151,34450.00,179176.71
麒麟信安,459046.27,3105.86,688152,7873.86,181071.87
唯捷创芯,1352773.04,16067.70,688153,42999.78,505489.94
先惠技术,526711.63,12505.02,688155,12505.02,526711.63
路德环境,152179.09,10071.42,688156,10071.42,152179.09
松井股份,456331.81,11173.65,688157,11173.65,456331.81
优刻得,999074.65,40226.39,688158,45309.51,886991.92
有方科技,503025.90,9167.95,688159,9199.45,501303.48
步科股份,837144.00,8400.00,688160,8400.00,837144.00
威高骨科,1065600.00,40000.00,688161,40000.00,1065600.00
巨一科技,358226.00,6252.08,688162,13719.88,163241.74
赛伦生物,188519.24,4437.20,688163,10822.00,77296.02
埃夫特,1333669.68,52178.00,688165,52178.00,1333669.68
博瑞医药,2127556.48,42246.95,688166,42246.95,2127556.48
炬光科技,633085.59,9036.33,688167,9036.33,633085.59
安博通,494639.58,7685.51,688168,7685.51,494639.58
石头科技,3757268.83,18472.31,688169,18472.31,3757268.83
德龙激光,220260.16,10336.00,688170,10336.00,220260.16
纬德信息,246293.80,5134.85,688171,8377.34,150964.56
燕东微,2299933.54,58525.18,688172,120289.41,1119001.46
希荻微,517399.78,24012.71,688173,41030.91,302800.30
高凌信息,228891.09,7331.70,688175,12931.70,129771.09
亚虹医药,455430.00,37828.10,688176,57000.00,302246.48
百奥泰,907663.36,41408.00,688177,41408.00,907663.36
万德斯,202024.56,8499.78,688178,8513.47,201699.88
阿拉丁,459904.86,27738.53,688179,27738.53,459904.86
君实生物,2855543.56,76454.90,688180,98568.99,2214898.37
八亿时空,402637.75,13448.15,688181,13448.15,402637.75
灿勤科技,1028800.00,40000.00,688182,40000.00,1028800.00
生益电子,2522913.62,83182.12,688183,83182.12,2522913.62
ST帕瓦,143460.86,10048.75,688184,15904.75,90639.74
康希诺,1382750.04,11477.90,688185,24744.99,641385.05
广大特材,554458.90,21424.22,688186,21424.22,554458.90
时代电气,6356474.94,27932.18,688187,136933.97,1296611.86
柏楚电子,4069612.37,20599.37,688188,20599.37,4069612.37
南新制药,176439.20,27440.00,688189,27440.00,176439.20
云路股份,1164000.00,12000.00,688190,12000.00,1164000.00
智洋创新,463633.71,15413.35,688191,15413.35,463633.71
迪哲医药,2590169.90,18671.48,688192,45941.29,1052697.80
仁度生物,154000.00,3156.84,688193,4000.00,121538.32
腾景科技,500843.20,12935.00,688195,12935.00,500843.20
卓越新能,484440.00,12000.00,688196,12000.00,484440.00
首药控股,456419.66,6400.49,688197,14871.93,196430.98
佰仁医疗,1527834.05,13739.51,688198,13739.51,1527834.05
久日新材,291015.19,16122.73,688199,16122.73,291015.19
华峰测控,1869334.97,13543.94,688200,13543.94,1869334.97
信安世纪,290195.74,30253.08,688201,31715.38,276815.64
美迪西,407655.42,13467.31,688202,13467.31,407655.42
海正生材,206326.27,11772.79,688203,20267.81,119847.01
德科立,799464.25,6785.48,688205,12089.28,448723.75
概伦电子,1043170.95,17718.66,688206,43393.13,425956.58
格灵深瞳,349095.80,18867.63,688207,25897.31,254335.66
道通科技,1929521.94,45187.87,688208,45187.87,1929521.94
英集芯,785506.28,29887.64,688209,42923.84,546943.76
统联精密,290197.01,10738.63,688210,16024.13,194476.62
中科微至,368241.14,13160.87,688211,13160.87,368241.14
澳华内镜,624442.76,13466.52,688212,13466.52,624442.76
思特威,3745967.13,32304.43,688213,40184.16,3011418.71
瑞晟智能,154854.70,5205.20,688215,5205.20,154854.70
气派科技,198579.16,10627.00,688216,10710.85,197024.58
睿昂基因,128189.28,5585.59,688217,5585.59,128189.28
